,Name,Description,URL,Papers,Discipline,Underlying Approach,Cost,Supports,Highest Citation Count,Website status
159,Do-Search,"Do-search is an R package using an algorithmic approach that can determine the identifiability of a causal effect. The approach is based on do-calculus, and it can utilize data with non-trivial missing data and selection bias mechanisms. When the effect is identifiable, do-search outputs an identifying formula on which numerical estimation can be based. When the effect is not identifiable, we can use do-search to recognize additional data sources and assumptions that would make the effect identifiable. Do-search can be used in epidemiological reviews to evaluate consequences of missing data and merging data from multiple sources. It goes beyond traditional meta-analysis and allows for a systematic analysis of cumulative evidence from heterogeneous data sources. ","https://rdrr.io/cran/dosearch/#:~:text=dosearch%3A%20Causal%20Effect%20Identification%20from%20Multiple%20Incomplete%20Data,and%20standard%20probability%20manipulations%20using%20a%20search-based%20algorithm.","{'Do-search – a tool for causal inference and study design with multiple data sources': {'url': 'https://arxiv.org/pdf/2007.08189.pdf', 'ss_id': '78ed3ae6bf8e800f8c5fb8f0c1a3809877de3a6c', 'citation_count': 4}}",['Healthcare'],['Other'],['Completely Free'],['Automated Analysis'],4.0,200
160,RevManHAL,"An add-on programme which helps auto-generate the abstract, results and discussion sections of of RevMan-generated reviews",http://schizophrenia.cochrane.org/revman-hal-v4,"{'RevManHAL: towards automatic text generation in systematic reviews': {'url': 'https://systematicreviewsjournal.biomedcentral.com/articles/10.1186/s13643-017-0421-y', 'ss_id': 'c9819e06826b0f3a585e96490d81f5302b195449', 'citation_count': 6}}",['Healthcare'],"['Text Mining', 'Other']",['Completely Free'],"['Text Analysis', 'Report Write Up']",6.0,200
161,MarkerDB,"MarkerDB is a freely available electronic database that attempts to consolidate information on all known clinical and a selected set of pre-clinical molecular biomarkers into a single resource. The database includes four major types of molecular biomarkers (chemical, protein, DNA [genetic] and karyotypic) and four biomarker categories (diagnostic, predictive, prognostic and exposure). MarkerDB provides information including: biomarker names and synonyms, associated conditions or pathologies, detailed disease descriptions, detailed biomarker descriptions, biomarker specificity, sensitivity and ROC curves, and relevant literature references. Users can browse the data by conditions, condition categories, biomarker types, biomarker categories or search by sequence similarity through the advanced search function.  MarkerDB may be a useful resource for researchers conducting diagnostic and prognostic reviews, where they need to identify relevant biomarkers.",https://markerdb.ca/,"{'MarkerDB - an online database of molecular biomarkers': {'url': 'https://academic.oup.com/nar/article/49/D1/D1259/6007662', 'ss_id': '4580a2d1665af7ad64e4c0ffa031af8278b6f96c', 'citation_count': 5}}",['Healthcare'],['Search Tool'],['Completely Free'],"['Protocol Development', 'Automated Search']",5.0,200
162,HelioBLAST,"HelioBLAST is a free tool provided by HelioText.  The HelioBLAST text similarity engine finds text records that are similar to the submitted query. The search query is searched against the citations (abstract and titles) in Medline/PubMed.  The search box is limited to 1,000 words, so it is recommended that your search query should be an abstract or paragraph. HelioBLAST can be customized to search a particular database or multiple ones; and proprietary databases can be created for individual clients.",https://helioblast.heliotext.com/,{},['Multidiscipline'],"['Text Mining', 'Search Tool']",['Completely Free'],['Automated Search'],,200
163,MeSHSIM,"An R/Bioconductor package for measuring semantic similarity of MeSH headings and MEDLINE documents which can be integrated into biomedical text mining applications and tasks. MeSHSim is released under general public license (GPL), and available through Bioconductor and from Github.",https://github.com/JingZhou2015/MeSHSim,"{'MeSHSim: An R/Bioconductor package for measuring semantic similarity over MeSH headings and MEDLINE documents': {'url': 'http://www.worldscientific.com/doi/abs/10.1142/S0219720015420020?journalCode=jbcb', 'ss_id': 'be62dde5222b1f6270de2c7d170fa3b7ccc9b0e7', 'citation_count': 18}}",['Healthcare'],"['Text Mining', 'Search Tool']",['Completely Free'],"['Protocol Development', 'Automated Search', 'Study Selection', 'Text Analysis']",18.0,200
164,Thoth,Thoth is a web-based support tool developed to support the SLR process in software engineering.,http://200.132.136.13/Thoth/,{},['Software Engineering'],['Whole Process'],['Completely Free'],"['Protocol Development', 'Study Selection', 'Quality Assessment', 'Data Extraction', 'Report Write Up', 'Collaboration']",,200
165,SensPrecOptimizer,Automatically performs calculations regarding the sensitivity and precision of search queries and all their possible combinations.,https://github.com/mesgarpour/sens-prec-optimizer/,"{'SensPrecOptimizer: a software tool that combined search queries to design efficient search strategies': {'url': 'http://www.sciencedirect.com/science/article/pii/S0895435615005144', 'ss_id': 'e626499e772f6c120d10138d2ad6cc667d472d4e', 'citation_count': 0}, 'Developing software for combining search queries to design efficient search strategies': {'url': 'https://abstracts.cochrane.org/2011-madrid/developing-software-combining-search-queries-design-efficient-search-strategies', 'ss_id': 'e626499e772f6c120d10138d2ad6cc667d472d4e', 'citation_count': 0}}",['Healthcare'],['Search Tool'],['Completely Free'],['Automated Search'],0.0,200
166,GATE,"Flexible, open-source software for analysing text.",https://gate.ac.uk/overview.html,"{'Text Processing with GATE': {'url': 'http://dl.acm.org/citation.cfm?id=2018860', 'ss_id': 'a1eb97b787581ca37a44ad6b2331c5fbe89cf2ea', 'citation_count': 294}, ""Getting More Out of Biomedical Documents with GATE's Full Lifecycle Open Source Text Analytics"": {'url': 'http://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1002854', 'ss_id': '98446a959c059b0a3908e8c3504be236d70447e9', 'citation_count': 301}}",['Multidiscipline'],"['Text Mining', 'Ontology']","['Completely Free', 'Free Version Available']","['Data Extraction', 'Text Analysis']",301.0,200
167,MedTerm Search Assist,"The MedTerm Search Assist database was developed for librarians to share keywords, MEDLINE search strategies, and search tips with one another.",http://www.hsls.pitt.edu/terms/,"{'Development of a Web-Based Repository for Sharing Biomedical Terminology From Systematic Review Searches: A Case Study': {'url': 'https://www.ncbi.nlm.nih.gov/pubmed/24735266', 'ss_id': 'a48719d656d814b247ac8e0ea08526a885c18137', 'citation_count': 4}}",['Healthcare'],"['Ontology', 'Search Tool']",['Completely Free'],['Automated Search'],4.0,404
168,MAGICapp,"An online tool that allows administrators and authors to plan, author and publish guidelines, evidence summaries and decision aids according to the latest standards for trustworthiness.",http://www.magicapp.org/,{},['Healthcare'],"['Reference Management', 'Other']","['Free Trial', 'Payment Required']","['Quality Assessment', 'Report Write Up', 'Collaboration', 'Document Management']",,200
169,Automatic VAriant evidence DAtabase (AVADA),"Automatic VAriant evidence DAtabase (AVADA) is a machine learning tool that uses natural language processing to automatically identify pathogenic genetic variant evidence in full-text primary literature about monogenic disease and convert it to genomic coordinates.  AVADA aims to advance automated retrieval of pathogenic monogenic variant evidence from full-text literature.  The authors state it is ""far from perfect"" but that it is much faster than PubMed/Google Scholar search.  Careful curation of AVADA-retrieved evidence can aid both database curation and ultimately patient diagnosis.",http://bejerano.stanford.edu/AVADA/,"{'AVADA - Towards Automated Pathogenic Variant Evidence Retrieval Directly from the Full Text Literature': {'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7301356/', 'ss_id': '19708dbfc83cf134894ba7cbd042b8ec63bb3f91', 'citation_count': 10}}",['Healthcare'],['Search Tool'],['Completely Free'],"['Automated Search', 'Text Analysis']",10.0,200
170,WordStat 7,"WordStat is a flexible and easy-to-use text analysis software – whether you need text mining tools for fast extraction of themes and trends, or careful and precise measurement with state-of-the-art quantitative content analysis tools.",https://provalisresearch.com/products/content-analysis-software/,{},['Multidiscipline'],"['Visualization', 'Text Mining', 'Visual Text Mining']",['Payment Required'],['Text Analysis'],,200
171,Concept Encoder,"Concept Encoder is a neural network–based artificial intelligence engine that analyses text by converting sentences into vectors.  extract and learn each vector component as a feature value, identify similar vectors as indicators of the similarity of sentence content, and perform a rapid search for similar sentences. As such, it can be used to reduce the screening workload in systematic reviews.  Note that the research study was performed in systematic reviews for clinical guidelines and the authors state that further investigation is needed to assess the effectiveness for meta-analyses of epidemiological studies.",https://www.fronteo.com/en/products/conceptencoder/,"{'Deep Neural Network for Reducing the Screening Workload in Systematic Reviews for Clinical Guidelines: Algorithm Validation Study': {'url': 'https://pubmed.ncbi.nlm.nih.gov/33262102/', 'ss_id': '5354a1480085c8abed6fdabd362f95648c8b4eda', 'citation_count': 1}}",['Healthcare'],['Text Mining'],['Payment Required'],"['Study Selection', 'Text Analysis']",1.0,200
172,Papers,Reference management software used to manage bibliographies and references. Can also perform searches via several in-built search repositories.,http://www.papersapp.com/,{},['Multidiscipline'],['Reference Management'],"['Free Trial', 'Payment Required']","['Automated Search', 'Document Management']",,403
173,Leaf,"Leaf, is a cohort discovery tool designed as a drag-and-drop web application that enables direct querying of arbitrary clinical databases.",https://github.com/uwrit/leaf,"{'Leaf: an open-source, model-agnostic, data-driven web application for cohort discovery and translational biomedical research': {'url': 'https://academic.oup.com/jamia/article/27/1/109/5583724', 'ss_id': '63767579ce0c436d5d1e6944a888afa546351ab3', 'citation_count': 7}}",['Healthcare'],['Other'],['Completely Free'],['Automated Search'],7.0,200
174,Wizfolio,A web based reference management tool which includes collaboration features.,http://wizfolio.com/,{},['Multidiscipline'],['Reference Management'],['Free Version Available'],"['Collaboration', 'Document Management']",,404
175,ASReview,"ASReview LAB is free and open source machine learning software, dedicated to accelerate the screening of textual data.
The software comes with a modern user-friendly interface for screening texts, as well as an extensive simulation toolkit.
Use simulations to explore how much work you can save by using ASReview LAB over manual screening.
The software is installed locally, making sure that your data stays your own.
",https://asreview.nl/#!/up,"{'An open source machine learning framework for efficient and transparent systematic reviews': {'url': 'https://www.nature.com/articles/s42256-020-00287-7', 'ss_id': '8301e8c86bd3e1791855a2370d804b111e818748', 'citation_count': 4}}",['Multidiscipline'],"['Whole Process', 'Machine Learning']",['Completely Free'],"['Study Selection', 'Quality Assessment', 'Data Extraction', 'Automated Analysis', 'Text Analysis']",4.0,200
176,Network explorer,Interactive tool to visualise and explore networks graphs.,http://nma.mawitkowski.info/,{},['Multidiscipline'],"['Visualization', 'Visual Data Mining']",['Free Version Available'],"['Meta Analysis', 'Report Write Up']",,200
177,Main Finding Recognition,A Python tool for extracting main findings from abstracts,https://github.com/qi29/main_finding_recognition,"{'Identifying main finding sentences in clinical case reports': {'url': 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7287507/', 'ss_id': '6338807c82d27d0616081df90d3b07335b18588a', 'citation_count': 4}}",['Healthcare'],['Text Mining'],['Completely Free'],['Data Extraction'],4.0,200
178,AlvisIR Food semantic search engine,"The AlvisIR Food semantic search engine presents and indexes the results of a text mining process using the Alvis text mining platform to automatically and efficiently find relevant information in the food microbiology domain.  The search engine is publicly available via a web browser and can be used to search for information about microorganism phenotypes and habitats. AlvisIR interprets user query terms as taxonomy or ontology concepts, and expands each term with synonyms and more specific concepts in their respective hierarchies. The search results contain all documents (all PubMed abstracts indexed by MeSH terms related to microorganisms or food) that have been annotated through the text mining process.",http://bibliome.jouy.inra.fr/demo/food/alvisir/webapi/search,"{'Text mining tools for extracting information about microbial biodiversity in food': {'url': 'https://www.sciencedirect.com/science/article/pii/S0740002017310638#bib6', 'ss_id': 'a002f17e3672a9db5dc1842802c25cf7d7604db5', 'citation_count': 14}}",['Multidiscipline'],"['Text Mining', 'Ontology', 'Search Tool']",['Completely Free'],"['Automated Search', 'Text Analysis']",14.0,200
179,Textpresso,An ontology-based information retrieval and extraction system.,http://www.textpresso.org/index.html,"{'Textpresso: An Ontology-Based Information Retrieval and Extraction System for Biological Literature': {'url': 'http://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.0020309', 'ss_id': '89254ab9cbbfc03ba6b2b1ce3cc10b8b46c86827', 'citation_count': 707}}",['Multidiscipline'],"['Text Mining', 'Ontology', 'Search Tool']",['Completely Free'],"['Automated Search', 'Data Extraction', 'Text Analysis']",707.0,200
180,Journal/Author Name Estimator (Jane),"Allows you to find journals/articles/authors who publish research similar to an abstract or article title you submit. Helpful for generating target journals or suggested reviewers for submission, or relevant articles to cite. Jane will compare your document to millions of documents in PubMed to find the best matching journals, authors or articles.",http://jane.biosemantics.org/index.php,{},['Multidiscipline'],['Other'],['Completely Free'],['Report Write Up'],,200
181,BeCAS,"BeCAS, the Biomedical Concept Annotation System, is a web application, application programming interface (API) and widget for biomedical concept identification.  BeCAS aims to  help researchers, healthcare professionals and developers in the identification of over 1,200,000 biomedical concepts in text and PubMed abstracts using text-mining capabilities.  Details of how to use the web app are available in the help section of the tool. If you want to integrate BeCAS annotation services in your own text-processing pipeline, this can be done via the API. Web developers can augment websites with text annotation and highlighting capabilities using the BeCAS widget.  BeCAS is freely available for non-commercial use.",https://bioinformatics.ua.pt/becas/#!/,"{'BeCAS - biomedical concept recognition services and visualization': {'url': 'https://pubmed.ncbi.nlm.nih.gov/23736528/', 'ss_id': '02c368823c2edc70341aad5352074aa7f99479ad', 'citation_count': 79}}",['Healthcare'],['Text Mining'],['Completely Free'],['Text Analysis'],79.0,200
182,DoctorEvidence (DOC Data),DOC Data is a powerful environment for structuring data and generating analysis from full-text clinical studies and other epidemiology sources.,https://www.drevidence.com/,{},['Healthcare'],"['Whole Process', 'Search Tool']",['Payment Required'],"['Automated Search', 'Data Extraction', 'Automated Analysis', 'Meta Analysis']",,200
183,metaDigitise,"Meta-analysis synthesizes effect sizes, often calculated from summary statistics of studies. However, exact values of such statistics are commonly hidden in figures. The R package metaDigitise extracts descriptive statistics such as means, standard deviations and, if applicable, correlations from the four types of plots: 1) mean and error plots (e.g. bar graphs with standard errors), 2) box plots, 3) scatter plots and 4) histograms. The package interactively guides the user through the data extraction process. Notably, it enables a large-scale extraction using image files, letting the user stop processing, edit and add to the resulting data fame at any point. Further, it facilitates reproducible data extraction from plots with little inter-observer bias, thus, allowing a group of people to participate the extraction of data collaboratively.",https://github.com/daniel1noble/metaDigitise,"{'Reproducible, flexible and high throughput data extraction from primary literature: The metaDigitise R package': {'url': 'https://www.biorxiv.org/content/early/2018/03/08/247775', 'ss_id': 'a35b8ff31b7c9bd76d6babd0c5d41c8d921d8a87', 'citation_count': 17}}",['Healthcare'],['Data Mining'],['Completely Free'],"['Data Extraction', 'Meta Analysis']",17.0,200
184,Screenatron,The Screenatron is a tool designed to allow fast abstract screening when performing a systematic review.,https://sr-accelerator.com/#/screenatron,{},['Healthcare'],['Reference Management'],['Completely Free'],['Study Selection'],,200
185,ORBIT (Outcome Reporting Bias in Trials) Matrix Generator,"The ORBIT Team recommend including an outcome matrix in systematic reviews to help identify missing study outcome data as it provides a transparent way for systematic reviewers to show the outcomes that are reported for each study in the review, and those that are missing or partially reported.  For trials that do not or partially report on outcomes, the matrix allows reviewers to assess the risk of outcome reporting bias according to the ORBIT classification system.  The ORBIT matrix generator, available on the ORBIT website, is a tool that researchers can easily use to construct an ORBIT outcome matrix, which researchers can also export for inclusion in a systematic review article.",http://ctrc.liv.ac.uk/ORBIT/,"{'Outcome reporting bias in trials: a methodological approach for assessment and adjustment in systematic reviews': {'url': 'https://www.bmj.com/content/362/bmj.k3802', 'ss_id': '4ce3a4ba490dc7bcaad6f7637625087c7fe3ae35', 'citation_count': 37}}",['Healthcare'],['Other'],['Completely Free'],"['Quality Assessment', 'Data Extraction', 'Report Write Up']",37.0,200
186,Trialstreamer,"Trialstreamer continuously monitors PubMed and the World Health Organization International Clinical Trials Registry Platform, looking for new RCTs in humans using a validated classifier.  It combines machine learning and rule-based methods to extract information from the RCT abstracts, including free-text descriptions of trial PICO elements and maps these snippets to normalized MeSH vocabulary terms. The database additionally identifies sample sizes, predicts the risk of bias, and extracts text conveying key findings. All extracted data is stored in the database, and is freely available for download via a search portal, which allows users to enter structured clinical queries. Results are ranked automatically to prioritize larger and higher-quality studies.",https://trialstreamer.robotreviewer.net/,"{'Trialstreamer: A living, automatically updated database of clinical trial reports': {'url': 'https://academic.oup.com/jamia/article/27/12/1903/5907063', 'ss_id': 'dae7ff2deb20be25c28dfb8865ef6eb1b8057984', 'citation_count': 4}}",['Healthcare'],"['Search Tool', 'Data Mining']",['Completely Free'],"['Protocol Development', 'Automated Search', 'Quality Assessment', 'Data Extraction', 'Text Analysis']",4.0,200
187,xmeta,A toolbox for meta-analysis. This package includes a collection of functions for (1) implementing robust multivariate meta-analysis of continuous or binary outcomes; and (2) a bivariate Egger's test for detecting publication bias.,https://cran.r-project.org/web/packages/xmeta/index.html,"{""Package 'xmeta' documentation"": {'url': 'https://cran.r-project.org/web/packages/xmeta/xmeta.pdf', 'ss_id': 'f5d3de643ed735306a1e7bfc9a0a46f6fa591d07', 'citation_count': 0}}",['Healthcare'],['Other'],['Completely Free'],['Meta Analysis'],0.0,200
188,LitSuggest, a web server that provides an all-in-one literature recommendation and curation service to help biomedical researchers stay up to date with scientific literature,https://www.ncbi.nlm.nih.gov/research/litsuggest/,"{'LitSuggest: a web-based system for literature recommendation and curation using machine learning': {'url': 'https://academic.oup.com/nar/article/49/W1/W352/6266425', 'ss_id': '6bf13550f48f5860946a1952322e0b62193960a7', 'citation_count': 1}}",['Healthcare'],['Machine Learning'],['Completely Free'],['Automated Search'],1.0,200
189,"CLAMP (Clinical Language Annotation, Modeling, and Processing)","CLAMP is a comprehensive clinical Natural Language Processing (NLP) software that enables recognition and automatic encoding of clinical information in narrative patient reports.  It can also be used to mine full text journal articles and abstracts, for example from PubMed.  CLAMP provides NLP components, but also a user-friendly graphic user interface that can help users quickly build customized NLP pipelines for their individual applications.  CLAMP is publicly available for research use.",https://clamp.uth.edu/,"{'Natural language processing (NLP) tools in extracting biomedical concepts from research articles: a case study on autism spectrum disorder': {'url': 'https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-020-01352-2', 'ss_id': 'aa448411bd6470f824e57796e5e0038103d649d7', 'citation_count': 2}, 'CLAMP – a toolkit for efficiently building customized clinical natural language processing pipelines': {'url': 'https://academic.oup.com/jamia/article/25/3/331/4657212', 'ss_id': 'bff0b041b969e4d735c301923e0f736e8936642d', 'citation_count': 159}}",['Healthcare'],['Text Mining'],['Completely Free'],['Text Analysis'],159.0,404
190,MetaMap,"MetaMap is a highly configurable program developed by Dr. Alan (Lan) Aronson at the National Library of Medicine (NLM) to map biomedical text to the UMLS Metathesaurus or, equivalently, to discover Metathesaurus concepts referred to in text. MetaMap uses a knowledge-intensive approach based on symbolic, natural-language processing (NLP) and computational-linguistic techniques. Besides being applied for both information retrieval and data-mining applications, MetaMap is one of the foundations of NLM's Medical Text Indexer (MTI) which is being used for both semiautomatic and fully automatic indexing of biomedical literature at NLM.",https://metamap.nlm.nih.gov/,"{'An overview of MetaMap - historical perspective and recent advances': {'url': 'https://academic.oup.com/jamia/article/17/3/229/738417', 'ss_id': 'a4fba68413d64f48b4223c116cf57c4197bafb79', 'citation_count': 1235}}",['Healthcare'],['Text Mining'],['Completely Free'],['Text Analysis'],1235.0,200
191,Syras,"A flexible web-based product with easy to use solutions for abstract deduplication, abstract screening, and exporting of abstracts for systematic reviews. Suitable for small scale and large scale teams completing reviews. Made by passionate tech veterans, focussed on creating a delightful efficacious experience at a price-point that an academic would be happy to pay for.",https://syras.org/,{},['Multidiscipline'],['Whole Process'],['Free Trial'],"['Study Selection', 'Quality Assessment', 'Collaboration']",,200
192,CrowdCARE,"CrowdCARE is a free, online tool developed by the University of Melbourne, to crowdsource critical appraisal of research.  The developers have tested the validity of this approach to assess the methodological quality of systematic reviews.",https://crowdcare.unimelb.edu.au/,"{'Crowdsourcing Critical Appraisal of Research Evidence (CrowdCARE) was found to be a valid approach to assessing clinical research quality': {'url': 'https://www.jclinepi.com/article/S0895-4356(18)30316-0/fulltext', 'ss_id': '491ceaca7bed3d0ee78fa3e0776822173e1efc63', 'citation_count': 8}}",['Healthcare'],['Other'],['Completely Free'],"['Quality Assessment', 'Collaboration']",8.0,200
193,Qiqqa,"A reference management tool focusing on document management with a number of additional features that can support qualitative analysis, searching and report write-up.",http://www.qiqqa.com/,"{'TechMatters: ""Qigga"" than you can say Reference Management: A Tool to Organize the Research Process': {'url': 'http://commons.emich.edu/loexquarterly/vol40/iss1/3/', 'ss_id': '60835fb1d237d8f3ed73653cc9f935fdd7fa16b1', 'citation_count': 2}}",['Multidiscipline'],['Reference Management'],['Free Version Available'],"['Automated Search', 'Automated Analysis', 'Report Write Up', 'Document Management']",2.0,200
194,WebPlotDigitizer,"Web-based tool for extracting data from plots, images and maps.",https://automeris.io/WebPlotDigitizer/,"{'Intercoder Reliability and Validity of WebPlotDigitizer in Extracting Graphed Data': {'url': 'http://journals.sagepub.com/doi/pdf/10.1177/0145445516673998', 'ss_id': '1fa9e031a5c2e6fb7fb3f6c749def0bfa7dc7b01', 'citation_count': 116}}",['Multidiscipline'],"['Visualization', 'Other']","['Completely Free', 'Free Version Available']",['Data Extraction'],116.0,200
195,RCT Tagger,Tool using machine learning to help detect randomized controlled trials (RCTs) in the literature.,http://arrowsmith.psych.uic.edu/cgi-bin/arrowsmith_uic/RCT_Tagger.cgi?ID=22379,"{'Automated confidence ranked classification\nof randomized controlled trial articles: an\naid to evidence-based medicine': {'url': 'http://jamia.oxfordjournals.org/content/jaminfo/22/3/707.full.pdf?ijkey=XueLWRVFrSMwxyU&keytype=ref', 'ss_id': '6dd3259e7583ce5e66a79959b96d452ae9e06eda', 'citation_count': 32}}",['Healthcare'],['Machine Learning'],"['Completely Free', 'Free Version Available']","['Automated Search', 'Automated Analysis']",32.0,200
196,Comprehensive Meta-Analysis (CMA),Software package for meta-analysis.,https://www.meta-analysis.com/,{},['Healthcare'],['Other'],"['Free Trial', 'Payment Required']",['Meta Analysis'],,200
197,PEx-Graph,"An extension of the PEx tool, which can provide graphical representations of systematic review results.",http://vicg.icmc.usp.br/vicg/software,"{'Analysing the Use of Graphs to Represent the Results of Systematic Reviews in Software Engineering': {'url': 'http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=6065161&tag=1', 'ss_id': '973c2f3f4986abacb1c73b9d87d9a024f569cd22', 'citation_count': 15}}",['Multidiscipline'],['Visualization'],"['Completely Free', 'Free Version Available']","['Automated Analysis', 'Report Write Up']",15.0,200
198,Referencer,An application to organise documents or references.,https://launchpad.net/referencer,{},['Multidiscipline'],['Reference Management'],"['Completely Free', 'Free Version Available']",['Document Management'],,200
199,JabRef,An open source bibliography reference manager using BibTex.,http://jabref.sourceforge.net/,{},['Multidiscipline'],['Reference Management'],"['Completely Free', 'Free Version Available']",['Document Management'],,200
200,EvidenceSET,"EvidenceSET is a parser, web-based tool coded in PHP as backend programming language, JavaScript as front-end programming language, and HTML as Hypertext Markup Language. It runs as a Linux PHP script in order to generate the data source and provide output to a web browser. It was developed to analyze evidence, findings, and synthesis of primary and secondary studies in Software Engineering.",http://www.oalexandrino.com.br/sites/EvidenceSET/html/site/,{},['Software Engineering'],"['Visualization', 'Text Mining', 'Visual Text Mining', 'Data Mining']",['Free Version Available'],"['Data Extraction', 'Automated Analysis', 'Text Analysis']",,500
201,NLM Medical Text Indexer (MTI),Text analysis tool producing both semi and fully-automated indexing recommendations based on Medical Subject Headings (MeSH).,https://lhncbc.nlm.nih.gov/ii/tools/MTI.html,"{'The NLM Medical Text Indexer System for Indexing Biomedical Literature': {'url': 'http://ii.nlm.nih.gov/Publications/Papers/MTI_System_Description_Expanded_2013_Accessible.pdf', 'ss_id': '2aefe8ab3de89ed42a55984234cbe0ac37321d04', 'citation_count': 79}, '12 years on – Is the NLM medical text indexer still useful and relevant?': {'url': 'https://jbiomedsem.biomedcentral.com/articles/10.1186/s13326-017-0113-5', 'ss_id': 'a7b94b558c8430c24e913451e79ef81f4582c7ae', 'citation_count': 33}}",['Healthcare'],"['Text Mining', 'Search Tool']",['Completely Free'],"['Automated Search', 'Text Analysis']",79.0,200
202,Fiddle: File Drawer Liberation Effort,"This “match-making” tool helps you to identify alternate ways of publishing information from well-designed research that is often difficult to publish in traditional journals (i.e. null or neutral results, datasets, etc.). Choose the criteria that are most relevant to you, or choose the scenario that best reflects your situation. The tool will highlight the most suitable options.",https://s-quest.bihealth.org/fiddle/,"{'fiddle: a tool to combat publication bias by getting research out of the file drawer and into the scientific community': {'url': 'https://pubmed.ncbi.nlm.nih.gov/33111948/', 'ss_id': '49cd06ed0f2458cae33d501e39baea059151bd23', 'citation_count': 3}}",['Multidiscipline'],['Other'],['Completely Free'],['Report Write Up'],3.0,200
203,AntConc,A freeware corpus analysis toolkit for concordancing and text analysis.,http://www.laurenceanthony.net/software/antconc/,"{'A Prospective Comparison of Evidence Synthesis Search Strategies Developed With and Without Text-Mining Tools': {'url': 'https://www.sciencedirect.com/science/article/pii/S0895435621000858#bib0016', 'ss_id': 'da4b42f3fec466058bc127743db103eff2af1aa2', 'citation_count': 0}}",['Multidiscipline'],['Text Mining'],['Completely Free'],"['Automated Search', 'Text Analysis']",0.0,406
204,MetaInsight,"MetaInsight is a new tool that is freely available and that conducts network meta-analysis (NMA) via the web requiring no specialist software for the user to install but leveraging established analysis routines (specifically the netmeta package in R). The tool is interactive and uses an intuitive ‘point and click’ interface and presents results in visually intuitive and appealing ways. It can also carry out sensitivity analysis on existing NMAs. It is hoped that this tool will assist those in conducting NMA who are not statistical experts, and, in turn, increase the relevance of published meta-analyses, and in the long term contribute to improved healthcare decision making as a result.",https://crsu.shinyapps.io/metainsightc/,"{'MetaInsight: An interactive web-based tool for analyzing, interrogating and visualizing network meta-analyses using R-shiny and netmeta': {'url': 'https://onlinelibrary.wiley.com/doi/abs/10.1002/jrsm.1373', 'ss_id': '6962e16e1a474518f58e34837e371be1987b4931', 'citation_count': 16}}",['Healthcare'],['Other'],['Completely Free'],['Meta Analysis'],16.0,202
205,Kumu,Kumu organises complex data into visual relationship maps. Some examples include concept mapping and systems mapping.,https://kumu.io/,"{'A Community Network Ontology for Participatory Collaboration Mapping: Towards Collective Impact': {'url': 'https://www.mdpi.com/2078-2489/9/7/151/htm', 'ss_id': 'a766e87f8b2a9a809321f56047f788ff534bbcf4', 'citation_count': 7}}",['Multidiscipline'],"['Visualization', 'Visual Text Mining', 'Ontology', 'Visual Data Mining']",['Free Version Available'],"['Protocol Development', 'Data Extraction', 'Report Write Up', 'Collaboration']",7.0,200
206,Article-based PubMed Search Engine (APSE),"APSE is a search tool that indexes PubMed and aims to identify related articles by extracting keywords from a paper’s title and abstract.  You can enter the title or PubMed ID (PMID) of a paper of interest and potentially relevant related articles will be retrieved.  APSE is currently being tested which researchers can contribute to by selecting whether each retrieved article is relevant, somewhat relevant or irrelevant.  The aim is to incorporate relevance feedback into a community-wide benchmark for literature searching and retrieval methodologies.",http://pubmed.ict.griffith.edu.au/,"{'Biomedical literature: Testers wanted for article search tool': {'url': 'https://www.nature.com/articles/549031c?foxtrotcallback=true', 'ss_id': '2ed216197dce8b0a27334f0d3f6a38af86f0819c', 'citation_count': 1}}",['Healthcare'],['Search Tool'],['Completely Free'],['Automated Search'],1.0,200
207,Litmaps,Litmaps allows users to build citation graphs for their projects and then leverage the broader citation network to enable a more complete search process than traditional keyword search methodologies.,https://app.litmaps.co/,{},['Multidiscipline'],"['Visualization', 'Search Tool', 'Machine Learning']",['Completely Free'],"['Automated Search', 'Meta Analysis']",,200
208,IPDfromKM,An application for reconstructing individual patient data from Kaplan-Meier survival curves,https://www.trialdesign.org/one-page-shell.html#IPDfromKM,"{'IPDfromKM: reconstruct individual patient data from published Kaplan-Meier survival curves': {'url': 'https://bmcmedresmethodol.biomedcentral.com/articles/10.1186/s12874-021-01308-8#Sec1', 'ss_id': 'f947f42d241384f975ed43f9814fcd1cb9437a5c', 'citation_count': 1}}",['Healthcare'],"['Data Mining', 'Visual Data Mining']",['Completely Free'],['Data Extraction'],1.0,200
209,OpenMEE,"Open-source, cross-platform software for ecological and evolutionary meta-analysis.",http://www.cebm.brown.edu/openmee/index.html,{},['Multidiscipline'],['Other'],['Completely Free'],"['Automated Analysis', 'Meta Analysis']",,200
